modelvec,id,firm,market,price,const,mpd,air,space,hpwt,share,share_out,prodvec,newmodv,mpg,quantity
FT131,1682,17,6,7.787346,1,1.735932,0,1.118,0.362105,0.000251,0.87531,FT131,FT13175,1.8,18.576
HDCIVI,1685,3,6,4.796134,1,2.700339,0,0.888,0.322981,0.001784,0.87531,HDCIVI,HDCIVI76,2.8,132.286
HDACCO,1686,3,6,7.02109,1,3.664746,0,1.0432,0.341194,0.000251,0.87531,HDACCO,HDACCO76,3.8,18.643
MZ1600,1688,4,6,5.615114,1,2.025254,0,1.0458,0.292237,8.60E-05,0.87531,MZ1600,MZ160076,2.1,6.34
MZRTYE,1689,4,6,8.602812,1,1.735932,0,1.1151,0.397112,0.000137,0.87531,MZRTYE,MZRTYE76,1.8,10.137
MB230,1690,9,6,19.093146,1,1.639492,0,1.337,0.38374,1.70E-05,0.87531,MB230,MB23075,1.7,1.248
MB240D,1691,9,6,19.319859,1,2.218136,0,1.337,0.201626,9.90E-05,0.87531,MB240D,MB240D74,2.3,7.359
MB300D,1692,9,6,24.704745,1,2.121695,1,1.372,0.227474,0.000129,0.87531,MB300D,MB300D75,2.2,9.544
MB280,1693,9,6,25.12478,1,1.350169,1,1.295,0.381791,3.70E-05,0.87531,MB280,MB28073,1.4,2.745
MB450S,1694,9,6,36.360281,1,1.060847,1,1.554,0.456274,2.30E-05,0.87531,MB450S,MB450S74,1.1,1.693
OP77,1695,26,6,5.768014,1,2.121695,0,1.0206,0.363901,0.000141,0.87531,OP77,OP7776,2.2,10.483
PG504,1697,14,6,14.094903,1,2.603898,0,1.2012,0.214592,0.000128,0.87531,PG504,PG50476,2.7,9.455
PSRDST,1698,12,6,12.741652,1,1.928814,0,1.053,0.395294,4.30E-05,0.87531,PSRDST,PSRDST76,2,3.181
PS911S,1699,12,6,24.332162,1,1.735932,0,1.0816,0.678186,5.80E-05,0.87531,PS911S,PS911S74,1.8,4.3
RNRIZT,1700,24,6,6.852373,1,2.218136,0,1.131,0.342694,2.60E-05,0.87531,RNRIZT,RNRIZT76,2.3,1.92
SA99GL,1701,11,6,11.420035,1,2.025254,0,1.1591,0.411765,0.000103,0.87531,SA99GL,SA99GL76,2.1,7.671
SBDL,1702,5,6,5.885764,1,2.79678,0,0.954,0.285714,0.00066,0.87531,SBDL,SBDL74,2.9,48.928
TYCORO,1704,1,6,5.778559,1,2.314576,0,1.0065,0.330396,0.002527,0.87531,TYCORO,TYCORO76,2.4,187.321
TYCORO,1705,1,6,7.080844,1,1.928814,0,1.1072,0.359848,0.000521,0.87531,TYCORO,TYCORO76,2,38.637
TYCELI,1706,1,6,7.28471,1,1.928814,0,1.1136,0.373281,0.001355,0.87531,TYCELI,TYCELI71,2,100.438
TYMARK,1707,1,6,10.165202,1,1.44661,0,1.1895,0.379613,6.80E-05,0.87531,TYMARK,TYMARK76,1.5,5.064
VWBEET,1708,7,6,6.149385,1,2.121695,0,0.976,0.267442,0.000364,0.87531,VWBEET,VWBEET74,2.2,27.009
VWDASH,1709,7,6,9.27065,1,2.314576,0,1.1072,0.357143,0.000374,0.87531,VWDASH,VWDASH74,2.4,27.715
VWRABB,1710,7,6,7.091388,1,2.79678,0,0.9984,0.379274,0.001511,0.87531,VWRABB,VWRABB75,2.9,112.056
VWSCIR,1711,7,6,8.778559,1,2.79678,0,0.9984,0.366546,0.000208,0.87531,VWSCIR,VWSCIR76,2.9,15.426
VV244,1712,6,6,11.59051,1,1.639492,0,1.2931,0.336964,0.000129,0.87531,VV244,VV24475,1.7,9.575
VV264,1713,6,6,14.850615,1,1.44661,0,1.2931,0.391332,9.80E-05,0.87531,VV264,VV26476,1.5,7.272
AMGREM,855,15,7,5.359736,1,1.97916,0,1.1857,0.312012,0.000501,0.877889,AMGREM,AMGREM77,2.1,38.071
AMHORN,857,15,7,5.691419,1,1.696423,0,1.3206,0.289951,0.00103,0.877889,AMHORN,AMHORN76,1.8,78.332
AMPACE,859,15,7,6.021452,1,1.696423,0,1.309,0.278834,0.000595,0.877889,AMPACE,AMPACE75,1.8,45.226
AMMATA,860,15,7,7.506601,1,1.413686,0,1.6848,0.263938,0.000294,0.877889,AMMATA,AMMATA72,1.5,22.325
BKSKYH,862,19,7,6.569307,1,1.696423,0,1.188,0.374332,0.000327,0.877889,BKSKYH,BKSKYH75,1.8,24.872
BKSKYL,863,19,7,6.311881,1,1.507932,0,1.4673,0.318568,0.001278,0.877889,BKSKYL,BKSKYL75,1.6,97.196
BKCENT,865,19,7,7.20132,1,1.507932,0,1.6906,0.284399,0.003678,0.877889,BKCENT,BKCENT75,1.6,279.657
BKLSAB,870,19,7,8.40429,1,1.602177,0,1.6863,0.299658,0.002466,0.877889,BKLSAB,BKLSAB76,1.7,187.519
BKELCT,873,19,7,11.330033,1,1.31944,0,1.7394,0.406397,0.001793,0.877889,BKELCT,BKELCT77,1.4,136.341
BKRIVE,874,19,7,12.141914,1,1.413686,0,1.7082,0.409619,0.000274,0.877889,BKRIVE,BKRIVE77,1.5,20.809
CDSEVI,875,19,7,22.044554,1,1.31944,1,1.4688,0.429389,0.000587,0.877889,CDSEVI,CDSEVI76,1.4,44.667
CDELDR,877,19,7,18.460396,1,1.036703,1,1.8,0.363269,0.00061,0.877889,CDELDR,CDELDR75,1.1,46.348
CVCHEV,879,19,7,4.948845,1,2.63888,0,0.9858,0.300316,0.002581,0.877889,CVCHEV,CVCHEV76,2.8,196.218
CVVEGA,880,19,7,5.361386,1,2.261897,0,1.1616,0.341602,0.000971,0.877889,CVVEGA,CVVEGA77,2.4,73.813
CVNOVA,881,19,7,5.828383,1,1.790669,0,1.4381,0.346566,0.004105,0.877889,CVNOVA,CVNOVA76,1.9,312.135
CVMONZ,883,19,7,5.874587,1,2.261897,0,1.188,0.325581,0.001097,0.877889,CVMONZ,CVMONZ77,2.4,83.413
CVMALI,885,19,7,6.493399,1,1.696423,0,1.617,0.303197,0.003896,0.877889,CVMALI,CVMALI77,1.8,296.193
CVCAMA,888,19,7,6.787129,1,1.696423,0,1.47,0.326506,0.002742,0.877889,CVCAMA,CVCAMA75,1.8,208.511
CVMNTC,890,19,7,8.19802,1,1.507932,0,1.6692,0.376428,0.004877,0.877889,CVMNTC,CVMNTC73,1.6,370.825
CVCORV,896,19,7,14.270627,1,1.31944,0,1.2834,0.522042,0.00056,0.877889,CVCORV,CVCORV75,1.4,42.571
CRLEBA,897,16,7,8.620462,1,1.225194,0,1.5111,0.407303,0.000921,0.877889,CRLEBA,CRLEBA77,1.3,70.037
CRCORD,898,16,7,8.940594,1,1.036703,0,1.677,0.469716,0.001876,0.877889,CRCORD,CRCORD75,1.1,142.619
DGCOLT,901,16,7,5.646865,1,2.733126,0,1.1008,0.401937,0.00093,0.877889,DGCOLT,DGCOLT72,2.9,70.679
DGASPE,904,16,7,5.991749,1,1.884914,0,1.4746,0.309119,0.003184,0.877889,DGASPE,DGASPE76,2,242.111
DGMONA,907,16,7,6.580858,1,1.602177,0,1.7082,0.300958,0.001208,0.877889,DGMONA,DGMONA77,1.7,91.807
DGCHRG,910,16,7,8.412541,1,1.225194,0,1.6848,0.372272,0.000383,0.877889,DGCHRG,DGCHRG77,1.3,29.099
DGDIPL,911,16,7,8.417492,1,1.413686,0,1.5111,0.407303,0.000527,0.877889,DGDIPL,DGDIPL77,1.5,40.072
FDPINT,912,18,7,5.113861,1,2.450389,0,1.183,0.384782,0.002904,0.877889,FDPINT,FDPINT76,2.6,220.775
FDMAVE,915,18,7,5.60231,1,1.97916,0,1.3277,0.332525,0.002208,0.877889,FDMAVE,FDMAVE77,2.1,167.841
FDMSTG,917,18,7,6.108911,1,2.167652,0,1.2425,0.338789,0.002245,0.877889,FDMSTG,FDMSTG77,2.3,170.659
FDGRNA,919,18,7,6.79538,1,1.97916,0,1.4652,0.302457,0.004672,0.877889,FDGRNA,FDGRNA77,2.1,355.186
FDLTD,921,18,7,8.935644,1,1.225194,0,1.808,0.373247,0.005005,0.877889,FDLTD,FDLTD77,1.3,380.499
FDLTDI,922,18,7,8.036304,1,1.31944,0,1.716,0.412398,0.002682,0.877889,FDLTDI,FDLTDI77,1.4,203.922
FDTHNB,923,18,7,8.354785,1,1.413686,0,1.7064,0.332736,0.004277,0.877889,FDTHNB,FDTHNB77,1.5,325.153
LCVERS,924,18,7,18.976898,1,1.507932,1,1.5075,0.27,0.000177,0.877889,LCVERS,LCVERS77,1.6,13.49
LCCONT,925,18,7,15.90099,1,1.225194,1,1.864,0.366803,0.001223,0.877889,LCCONT,LCCONT77,1.3,92.985
LCMARK,926,18,7,18.805281,1,1.225194,1,1.848,0.384781,0.000984,0.877889,LCMARK,LCMARK77,1.3,74.807
MCBOBC,927,18,7,5.673267,1,3.487092,0,1.183,0.375686,0.000467,0.877889,MCBOBC,MCBOBC76,3.7,35.481
MCCOME,930,18,7,5.968647,1,1.602177,0,1.3987,0.446982,0.000555,0.877889,MCCOME,MCCOME77,1.7,42.234
MCMONA,932,18,7,6.854785,1,1.97916,0,1.4652,0.302553,0.00014,0.877889,MCMONA,MCMONA77,2.1,10.682
MCCOUG,934,18,7,7.973597,1,1.413686,0,1.6848,0.333933,0.002407,0.877889,MCCOUG,MCCOUG77,1.5,182.986
MCMARQ,935,18,7,9.069307,1,1.225194,0,1.832,0.399908,0.001849,0.877889,MCMARQ,MCMARQ73,1.3,140.61
ODSTRF,936,19,7,6.273927,1,2.261897,0,1.188,0.314371,0.000251,0.877889,ODSTRF,ODSTRF77,2.4,19.12
ODOMEG,939,19,7,6.265677,1,1.507932,0,1.46,0.332068,0.00068,0.877889,ODOMEG,ODOMEG73,1.6,51.724
ODCUTL,941,19,7,7.239274,1,1.507932,0,1.6632,0.290216,0.006944,0.877889,ODCUTL,ODCUTL75,1.6,527.939
ODDELT,944,19,7,8.589109,1,1.602177,0,1.6786,0.302419,0.002972,0.877889,ODDELT,ODDELT77,1.7,225.937
OD98,947,19,7,11.19802,1,1.507932,0,1.7017,0.446546,0.001624,0.877889,OD98,OD9877,1.6,123.466
ODTORN,948,19,7,13.422442,1,1.225194,0,1.824,0.431593,0.00038,0.877889,ODTORN,ODTORN75,1.3,28.86
PLARRO,949,16,7,5.575908,1,2.450389,0,1.0688,0.393365,0.000623,0.877889,PLARRO,PLARRO76,2.6,47.345
PLVOLA,951,16,7,5.971947,1,1.884914,0,1.4746,0.309119,0.004002,0.877889,PLVOLA,PLVOLA76,2,304.305
PLFURY,954,16,7,6.508251,1,1.602177,0,1.7082,0.300958,0.001211,0.877889,PLFURY,PLFURY77,1.7,92.056
PLGRNF,957,16,7,7.717822,1,1.225194,0,1.784,0.349819,0.000417,0.877889,PLGRNF,PLGRNF76,1.3,31.692
PTASTR,958,19,7,5.453795,1,2.261897,0,1.1748,0.33871,0.000377,0.877889,PTASTR,PTASTR77,2.4,28.693
PTSUNB,959,19,7,6.037954,1,2.450389,0,1.1748,0.326822,0.000813,0.877889,PTSUNB,PTSUNB77,2.6,61.79
PTPHOE,961,19,7,6.80198,1,1.602177,0,1.4616,0.320611,0.000954,0.877889,PTPHOE,PTPHOE77,1.7,72.52
PTLEMA,966,19,7,6.755776,1,1.507932,0,1.6224,0.28862,0.000961,0.877889,PTLEMA,PTLEMA72,1.6,73.061
PTFIRB,969,19,7,7.046205,1,1.507932,0,1.4381,0.321691,0.001813,0.877889,PTFIRB,PTFIRB72,1.6,137.807
PTGRNP,975,19,7,8.448845,1,1.507932,0,1.7082,0.35489,0.003102,0.877889,PTGRNP,PTGRNP77,1.6,235.833
ARSPOR,1714,20,7,12.533003,1,1.790669,0,1.1072,0.416357,7.20E-05,0.877889,ARSPOR,ARSPOR77,1.9,5.505
AD100L,1715,7,7,11.79868,1,1.696423,0,1.2972,0.369626,0.000101,0.877889,AD100L,AD100L75,1.8,7.682
ADFOX,1716,7,7,9.156766,1,2.261897,0,1.0899,0.378641,0.000306,0.877889,ADFOX,ADFOX75,2.4,23.281
BW320I,1717,8,7,13.184818,1,1.884914,0,1.1392,0.415094,0.000257,0.877889,BW320I,BW320I77,2,19.519
BW530I,1718,8,7,20.618812,1,1.31944,0,1.273,0.511628,9.50E-05,0.877889,BW530I,BW530I75,1.4,7.239
CPSPOR,1719,8,7,7.216172,1,1.696423,0,1.1725,0.366096,0.000295,0.877889,CPSPOR,CPSPOR77,1.8,22.458
DTB210,1721,2,7,5.872937,1,2.733126,0,0.9943,0.416884,0.002279,0.877889,DTB210,DTB21077,2.9,173.281
DTHL71,1722,2,7,6.929043,1,2.167652,0,1.0836,0.399313,0.000318,0.877889,DTHL71,DTHL7177,2.3,24.192
DTF10S,1723,2,7,6.021452,1,2.733126,0,0.948,0.383142,0.000497,0.877889,DTF10S,DTF10S77,2.9,37.772
DTG810,1724,2,7,9.074257,1,1.602177,0,1.1895,0.45854,0.000371,0.877889,DTG810,DTG81077,1.7,28.244
HDCIVI,1725,3,7,4.585809,1,2.63888,0,0.888,0.322981,0.001942,0.877889,HDCIVI,HDCIVI76,2.8,147.648
HDACCO,1728,3,7,6.839934,1,3.581337,0,1.0432,0.348182,0.000999,0.877889,HDACCO,HDACCO76,3.8,75.985
FT128,1729,17,7,5.679868,1,2.167652,0,0.9796,0.321244,0.00022,0.877889,FT128,FT12876,2.3,16.732
FT131,1731,17,7,7.531353,1,1.790669,0,1.118,0.362105,3.00E-04,0.877889,FT131,FT13175,1.9,22.836
FTSPID,1732,17,7,10.090759,1,1.696423,0,1.0304,0.394495,0.00017,0.877889,FTSPID,FTSPID75,1.8,12.935
MB230,1736,9,7,21.260726,1,1.602177,0,1.337,0.384365,5.50E-05,0.877889,MB230,MB23075,1.7,4.173
MB240D,1737,9,7,21.039604,1,2.356143,0,1.337,0.201299,0.000139,0.877889,MB240D,MB240D74,2.5,10.548
MB300D,1738,9,7,27.376238,1,2.167652,1,1.337,0.227474,0.000153,0.877889,MB300D,MB300D75,2.3,11.619
MB280E,1739,9,7,28.240924,1,1.31944,1,1.3561,0.402349,5.50E-05,0.877889,MB280E,MB280E77,1.4,4.173
MB450S,1740,9,7,41.651815,1,1.225194,1,1.554,0.458599,8.70E-05,0.877889,MB450S,MB450S74,1.3,6.586
PGSL50,1742,14,7,12.145215,1,2.63888,0,1.1682,0.291391,4.50E-05,0.877889,PGSL50,PGSL5077,2.8,3.428
PG504D,1743,14,7,14.290429,1,2.63888,0,1.2078,0.226837,6.50E-05,0.877889,PG504D,PG504D77,2.8,4.914
PSCOUP,1744,12,7,15.5033,1,1.602177,0,1.1457,0.40529,0.00018,0.877889,PSCOUP,PSCOUP77,1.7,13.67
PSCP91,1745,12,7,24.744224,1,1.413686,0,1.0816,0.678186,7.50E-05,0.877889,PSCP91,PSCP9177,1.5,5.709
RNLECA,1746,24,7,5.519802,1,2.356143,0,0.852,0.337648,0.000134,0.877889,RNLECA,RNLECA77,2.5,10.208
RNGTL,1747,24,7,7.343234,1,2.073406,0,1.131,0.338028,2.00E-05,0.877889,RNGTL,RNGTL77,2.2,1.55
SA99GL,1748,11,7,11.382838,1,1.696423,0,1.1591,0.393258,2.40E-05,0.877889,SA99GL,SA99GL76,1.8,1.841
SBDL,1749,5,7,5.773927,1,2.63888,0,0.948,0.330049,0.001063,0.877889,SBDL,SBDL74,2.8,80.827
TYCORO,1751,1,7,5.615512,1,3.392846,0,1.023,0.282238,0.003411,0.877889,TYCORO,TYCORO77,3.6,259.344
VWRABB,1753,7,7,7.118812,1,3.675583,0,0.9984,0.211454,0.002166,0.877889,VWRABB,VWRABB77,3.9,164.706
TYCORO,1754,1,7,7.143564,1,1.97916,0,1.1072,0.359848,0.000661,0.877889,TYCORO,TYCORO77,2.1,50.259
TYCELI,1755,1,7,7.391089,1,1.97916,0,1.1136,0.375494,0.002153,0.877889,TYCELI,TYCELI71,2.1,163.714
VWBEET,1756,7,7,6.10396,1,2.167652,0,0.976,0.24147,0.000253,0.877889,VWBEET,VWBEET74,2.3,19.245
VWDASH,1758,7,7,9.074257,1,2.261897,0,1.1072,0.364486,0.00034,0.877889,VWDASH,VWDASH74,2.4,25.857
VWSCIR,1759,7,7,8.737624,1,2.733126,0,0.9984,0.376059,0.000326,0.877889,VWSCIR,VWSCIR76,2.9,24.786
VV244,1760,6,7,11.377888,1,1.696423,0,1.2931,0.343631,0.000148,0.877889,VV244,VV24475,1.8,11.268
VVGL26,1761,6,7,16.245875,1,1.413686,0,1.2931,0.388693,0.000124,0.877889,VVGL26,VVGL2677,1.5,9.428
AMGREM,976,15,8,5.81135,1,2.140896,0,1.2024,0.312989,0.000316,0.877832,AMGREM,AMGREM77,2.2,24.414
AMCONC,978,15,8,5.903374,1,1.946269,0,1.3248,0.290416,0.001501,0.877832,AMCONC,AMCONC78,2,116.043
AMPACE,980,15,8,6.208589,1,1.751642,0,1.3321,0.281514,0.000269,0.877832,AMPACE,AMPACE75,1.8,20.811
AMMATA,984,15,8,7.437117,1,1.557015,0,1.6425,0.322754,0.000122,0.877832,AMMATA,AMMATA78,1.6,9.471
BKSKYH,986,19,8,6.358896,1,1.557015,0,1.188,0.392084,0.000287,0.877832,BKSKYH,BKSKYH75,1.6,22.221
BKSKYL,987,19,8,6.319018,1,1.751642,0,1.4673,0.324675,0.001266,0.877832,BKSKYL,BKSKYL75,1.8,97.915
BKCNTS,989,19,8,6.932515,1,1.848955,0,1.4308,0.348374,0.004182,0.877832,BKCNTS,BKCNTS78,1.9,323.356
BKLSAB,994,19,8,8.490798,1,1.654328,0,1.7082,0.305321,0.002462,0.877832,BKLSAB,BKLSAB76,1.7,190.414
BKELCT,997,19,8,11.397239,1,1.459701,0,1.7394,0.41555,0.001574,0.877832,BKELCT,BKELCT77,1.5,121.705
BKRIVE,998,19,8,14.147239,1,1.459701,0,1.7082,0.418806,0.000333,0.877832,BKRIVE,BKRIVE77,1.5,25.753
CDSEVI,999,19,8,22.56135,1,1.362388,1,1.4688,0.406796,0.000721,0.877832,CDSEVI,CDSEVI76,1.4,55.721
CDELDR,1002,19,8,19.019939,1,0.973134,1,1.792,0.366898,0.000598,0.877832,CDELDR,CDELDR75,1,46.267
CVCHEV,1004,19,8,5.773006,1,2.919403,0,1.0106,0.309582,0.003195,0.877832,CVCHEV,CVCHEV78,3,247.088
CVNOVA,1005,19,8,5.792945,1,1.751642,0,1.4381,0.346675,0.00321,0.877832,CVNOVA,CVNOVA76,1.8,248.214
CVMONZ,1007,19,8,5.570552,1,1.848955,0,1.1748,0.334821,0.002045,0.877832,CVMONZ,CVMONZ77,1.9,158.127
CVMALI,1010,19,8,6.562883,1,1.848955,0,1.3896,0.316035,0.004838,0.877832,CVMALI,CVMALI78,1.9,374.124
CVCAMA,1013,19,8,6.769939,1,1.751642,0,1.485,0.333333,0.003365,0.877832,CVCAMA,CVCAMA75,1.8,260.201
CVMNTC,1015,19,8,7.338957,1,1.557015,0,1.4472,0.345395,0.004591,0.877832,CVMNTC,CVMNTC78,1.6,355.058
CVCORV,1023,19,8,14.792945,1,1.362388,0,1.2834,0.543958,0.000546,0.877832,CVCORV,CVCORV78,1.4,42.247
CRLEBA,1024,16,8,7.760736,1,1.654328,0,1.5318,0.323529,0.001624,0.877832,CRLEBA,CRLEBA78,1.7,125.558
CRCORD,1026,16,8,8.912577,1,1.362388,0,1.6848,0.385572,0.001364,0.877832,CRCORD,CRCORD78,1.4,105.442
CRNEWP,1027,16,8,9.030675,1,1.070448,0,1.824,0.426009,0.000878,0.877832,CRNEWP,CRNEWP72,1.1,67.892
DGOMNI,1029,16,8,6.09816,1,2.432836,0,1.1055,0.34965,0.001157,0.877832,DGOMNI,DGOMNI78,2.5,89.497
DGCOLT,1030,16,8,6.377301,1,3.308657,0,0.9943,0.379147,0.00057,0.877832,DGCOLT,DGCOLT72,3.4,44.066
DGASPE,1033,16,8,5.998466,1,1.946269,0,1.4948,0.314961,0.002034,0.877832,DGASPE,DGASPE76,2,157.308
DGMONA,1036,16,8,6.662577,1,1.654328,0,1.7004,0.302613,0.000486,0.877832,DGMONA,DGMONA77,1.7,37.594
DGCHLN,1040,16,8,9.280675,1,2.82209,0,1.2144,0.328542,0.000231,0.877832,DGCHLN,DGCHLN78,2.9,17.825
DGDIPL,1041,16,8,7.955521,1,1.654328,0,1.5318,0.31746,0.000784,0.877832,DGDIPL,DGDIPL78,1.7,60.656
FDFIES,1043,18,8,6.351227,1,3.308657,0,0.9176,0.391924,0.000985,0.877832,FDFIES,FDFIES78,3.4,76.145
FDPINT,1044,18,8,4.814417,1,2.432836,0,1.19,0.379147,0.002171,0.877832,FDPINT,FDPINT76,2.5,167.88
FDFRMO,1047,18,8,5.690184,1,2.238209,0,1.3774,0.337165,0.005247,0.877832,FDFRMO,FDFRMO78,2.3,405.78
FDMUST,1050,18,8,5.865031,1,2.238209,0,1.2425,0.337423,0.002583,0.877832,FDMUST,FDMUST74,2.3,199.76
FDGRNA,1053,18,8,6.733129,1,2.043582,0,1.4652,0.310698,0.002832,0.877832,FDGRNA,FDGRNA77,2.1,219.026
FDLTDI,1055,18,8,8.009202,1,1.459701,0,1.738,0.346074,0.001797,0.877832,FDLTDI,FDLTDI78,1.5,138.947
FDTHNB,1057,18,8,8.432515,1,1.459701,0,1.7064,0.342974,0.003937,0.877832,FDTHNB,FDTHNB77,1.5,304.43
LCVERS,1058,18,8,19.216258,1,1.557015,1,1.5075,0.353818,0.000204,0.877832,LCVERS,LCVERS77,1.6,15.747
LCCONT,1059,18,8,15.944785,1,1.265075,1,1.864,0.356223,0.001254,0.877832,LCCONT,LCCONT77,1.3,97.009
LCMARK,1060,18,8,18.892638,1,1.265075,1,1.848,0.363477,0.000979,0.877832,LCMARK,LCMARK77,1.3,75.731
MCBOBC,1061,18,8,5.874233,1,2.432836,0,1.19,0.368355,0.000391,0.877832,MCBOBC,MCBOBC76,2.5,30.201
MCZEPH,1064,18,8,5.924847,1,2.238209,0,1.3968,0.336649,0.001562,0.877832,MCZEPH,MCZEPH78,2.3,120.781
MCMONA,1068,18,8,6.83589,1,2.043582,0,1.4652,0.312701,0.001019,0.877832,MCMONA,MCMONA77,2.1,78.824
MCCOUG,1070,18,8,7.943252,1,1.459701,0,1.738,0.348233,0.002521,0.877832,MCCOUG,MCCOUG77,1.5,194.938
MCMARQ,1071,18,8,9.124233,1,1.265075,0,1.832,0.335028,0.001768,0.877832,MCMARQ,MCMARQ78,1.3,136.719
ODSTRF,1072,19,8,6.280675,1,1.557015,0,1.188,0.376884,0.000237,0.877832,ODSTRF,ODSTRF78,1.6,18.351
ODOMEG,1075,19,8,6.279141,1,1.557015,0,1.46,0.334076,0.000554,0.877832,ODOMEG,ODOMEG73,1.6,42.86
ODCUTL,1077,19,8,6.967791,1,1.557015,0,1.4184,0.34202,0.006728,0.877832,ODCUTL,ODCUTL75,1.6,520.279
ODDELT,1080,19,8,8.641104,1,1.654328,0,1.6786,0.304436,0.003535,0.877832,ODDELT,ODDELT77,1.7,273.384
OD98,1084,19,8,11.27454,1,1.459701,0,1.7017,0.446781,0.001596,0.877832,OD98,OD9878,1.5,123.431
ODTORN,1085,19,8,14.435583,1,1.265075,0,1.824,0.4109,0.000363,0.877832,ODTORN,ODTORN78,1.3,28.039
PLHORI,1086,16,8,6.09816,1,2.238209,0,1.1055,0.34965,0.001539,0.877832,PLHORI,PLHORI78,2.3,118.993
PLARRO,1087,16,8,6.45092,1,2.82209,0,1.0752,0.381609,0.000347,0.877832,PLARRO,PLARRO76,2.9,26.825
PLVOLA,1089,16,8,5.980061,1,1.946269,0,1.4948,0.314961,0.002717,0.877832,PLVOLA,PLVOLA76,2,210.125
PLSAPO,1092,16,8,9.33589,1,2.82209,0,1.2328,0.427699,0.000152,0.877832,PLSAPO,PLSAPO78,2.9,11.737
PLFURY,1093,16,8,6.634969,1,1.751642,0,1.7004,0.302613,0.000793,0.877832,PLFURY,PLFURY77,1.8,61.358
PTSUNB,1096,19,8,5.506135,1,2.335522,0,1.1748,0.319309,0.00117,0.877832,PTSUNB,PTSUNB77,2.4,90.438
PTPHOE,1098,19,8,6.122699,1,1.557015,0,1.5096,0.331335,0.000754,0.877832,PTPHOE,PTPHOE77,1.6,58.28
PTLEMA,1101,19,8,6.920245,1,1.557015,0,1.4527,0.344601,0.001617,0.877832,PTLEMA,PTLEMA72,1.6,125.02
OD98,1102,19,8,12.478528,1,2.043582,0,1.7017,0.315375,0.001596,0.877832,OD98,OD9878,2.1,123.431
PTLEMA,1103,19,8,7.165644,1,1.654328,0,1.4527,0.457702,0.001617,0.877832,PTLEMA,PTLEMA78,1.7,125.02
PTFIRB,1105,19,8,7.044479,1,1.557015,0,1.4578,0.32268,0.002434,0.877832,PTFIRB,PTFIRB72,1.6,188.212
PTGRNP,1111,19,8,7.484663,1,1.557015,0,1.4746,0.3386,0.002899,0.877832,PTGRNP,PTGRNP78,1.6,224.195
AD5000,1764,7,8,13.466258,1,1.459701,0,1.33,0.397991,0.000268,0.877832,AD5000,AD500078,1.5,20.761
ADFOX,1765,7,8,9.361963,1,2.238209,0,1.0899,0.378641,0.000253,0.877832,ADFOX,ADFOX75,2.3,19.584
BW733I,1767,8,8,32.768405,1,1.362388,1,1.4058,0.465789,2.10E-05,0.877832,BW733I,BW733I78,1.4,1.632
DTB210,1768,2,8,6.407975,1,3.503284,0,0.9943,0.416884,0.00173,0.877832,DTB210,DTB21077,3.6,133.785
DT510,1769,2,8,7.604294,1,2.432836,0,1.071,0.486295,0.000748,0.877832,DT510,DT51078,2.5,57.826
DTF10S,1770,2,8,6.622699,1,2.724776,0,0.948,0.383142,0.000361,0.877832,DTF10S,DTF10S77,2.8,27.919
DTG810,1771,2,8,11.131902,1,1.557015,0,1.1895,0.604158,0.000276,0.877832,DTG810,DTG81078,1.6,21.351
FT128,1772,17,8,5.667178,1,1.946269,0,0.9796,0.321244,0.000178,0.877832,FT128,FT12876,2,13.798
FTBRAV,1775,17,8,7.661043,1,1.654328,0,1.1245,0.362105,0.000264,0.877832,FTBRAV,FTBRAV78,1.7,20.403
HDCIVI,1777,3,8,4.992331,1,2.82209,0,0.876,0.322981,0.001992,0.877832,HDCIVI,HDCIVI76,2.9,154.035
HDACCO,1780,3,8,7.820552,1,3.211343,0,1.0432,0.348182,0.001563,0.877832,HDACCO,HDACCO76,3.3,120.841
MZGLC,1781,4,8,4.82362,1,3.40597,0,0.9856,0.26943,0.000684,0.877832,MZGLC,MZGLC78,3.5,52.877
MB230,1783,9,8,23.021472,1,1.654328,0,1.316,0.201954,8.00E-06,0.877832,MB230,MB23078,1.7,0.593
MB240D,1784,9,8,22.809816,1,2.530149,0,1.337,0.201299,9.50E-05,0.877832,MB240D,MB240D74,2.6,7.348
MB300D,1785,9,8,29.325153,1,2.140896,0,1.3348,0.227474,0.000138,0.877832,MB300D,MB300D75,2.2,10.694
MB280E,1786,9,8,30.231595,1,1.362388,0,1.3561,0.402349,2.50E-05,0.877832,MB280E,MB280E77,1.4,1.907
MB450S,1787,9,8,44.703988,1,1.167761,1,1.554,0.458599,7.20E-05,0.877832,MB450S,MB450S74,1.2,5.579
PG504,1789,14,8,11.48773,1,1.654328,0,1.1682,0.291391,9.40E-05,0.877832,PG504,PG50478,1.7,7.267
PS924C,1791,12,8,18.397239,1,1.946269,0,1.139,0.40529,0.000135,0.877832,PS924C,PS924C78,2,10.433
PST911,1792,12,8,31.863497,1,1.459701,0,1.0985,0.742981,5.80E-05,0.877832,PST911,PST91178,1.5,4.484
PS928C,1793,12,8,43.711656,1,1.167761,0,1.3213,0.696565,2.00E-05,0.877832,PS928C,PS928C78,1.2,1.535
SA99L,1794,11,8,9.199387,1,2.140896,0,1.1591,0.425101,0.000104,0.877832,SA99L,SA99L78,2.2,8.043
SBDL,1796,5,8,5.949387,1,3.016716,0,0.9796,0.317848,0.000135,0.877832,SBDL,SBDL74,3.1,10.429
